year,complexity,spec_total,spec_residual
2005,-0.6990549018222022,1.9903159569357012,0.05263666721354946
2009,-0.5277833159122305,2.0097521274016237,0.05512539480460034
2014,-0.23029977343602534,2.031914887287676,0.04785195069018264
2019,-0.32679420267504816,2.0258518209745926,0.051337075447924166
2024,0.06615097445925135,2.064326333514914,0.05092938866102915
