soc_2018_harmonized,occ_title,employment,median_wage,growth_profile_score,aioe_score
27-2021,Athletes and Sports Competitors,14370.0,62360.0,2.3397572269466798,-1.814336
17-2072,"Electronics Engineers, Except Computer",93940.0,127590.0,2.3356674098943886,0.6654578
29-9091,Athletic Trainers,28950.0,60250.0,2.3341823122029677,-0.3311363
27-1014,Special Effects Artists and Animators,21280.0,99800.0,2.3328342388290926,0.7058651
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",295460.0,35250.0,2.3283687666534556,-0.6824517
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400.0,64190.0,2.326599888677699,-0.6335382
19-2031,Chemists,83250.0,84150.0,2.3223309918144093,0.5011251
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",49720.0,45650.0,2.3222953893957254,-0.1860789
43-5011,Cargo and Freight Agents,97800.0,49900.0,2.3197821662644977,1.405415
43-4131,Loan Interviewers and Clerks,173100.0,48950.0,2.3197151138340075,1.364395
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1266860.0,66780.0,2.3171272632912405,0.8224681
51-8012,Power Distributors and Dispatchers,9180.0,107240.0,2.315985282726299,0.5012214
47-3016,Helpers--Roofers,5170.0,40590.0,2.314395308246571,-1.89822
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,806080.0,78690.0,2.3139073006129314,-0.3054048
33-3041,Parking Enforcement Workers,7770.0,47150.0,2.313478117723884,-0.6239931
29-2056,Veterinary Technologists and Technicians,131320.0,45980.0,2.3132409963589984,-0.3623179
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",5680.0,59110.0,2.311456932783148,
19-4013,Food Science Technicians,14200.0,49430.0,2.311340832372276,
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36260.0,59950.0,2.310731545948091,1.348951
15-1242,Database Administrators,73180.0,104620.0,2.310650584461699,
17-2121,Marine Engineers and Naval Architects,8440.0,105670.0,2.3069832931662098,0.5472173
27-3023,"News Analysts, Reporters, and Journalists",41550.0,60280.0,2.30644941514665,
51-9081,Dental Laboratory Technicians,33920.0,48310.0,2.3055836105352427,0.0013206
25-9044,"Teaching Assistants, Postsecondary",155010.0,44930.0,2.3045996729282976,
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,127440.0,41460.0,2.304434594399261,0.227312
31-2022,Physical Therapist Aides,44010.0,34520.0,2.3037918507836603,-0.8823265
29-1126,Respiratory Therapists,136420.0,80450.0,2.3005660462689934,-0.1880507
13-2041,Credit Analysts,67370.0,80970.0,2.295166220257096,1.345268
15-1232,Computer User Support Specialists,697210.0,60340.0,2.2929148703861273,
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10140.0,47940.0,2.2919005396995376,-0.7915968
43-9031,Desktop Publishers,4000.0,53620.0,2.2883914022580294,0.3437743
49-9094,Locksmiths and Safe Repairers,15550.0,50490.0,2.2876076597593786,-0.8657498
15-2099,"Mathematical Science Occupations, All Other",4660.0,71490.0,2.285838309113538,
29-2057,Ophthalmic Medical Technicians,76520.0,44080.0,2.2835214291203605,0.078734
25-1124,"Foreign Language and Literature Teachers, Postsecondary",21170.0,77010.0,2.2748295545737056,1.33412
27-1027,Set and Exhibit Designers,10850.0,66280.0,2.2742927415691017,-0.0519323
47-2061,Construction Laborers,1057660.0,46730.0,2.272679780310434,-1.622988
47-5081,Helpers--Extraction Workers,6720.0,48400.0,2.2726299390140783,-1.543154
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,114190.0,37320.0,2.271356608997867,-0.7735824
29-2053,Psychiatric Technicians,136300.0,42590.0,2.271191065787297,-0.2203484
39-9031,Exercise Trainers and Group Fitness Instructors,303620.0,46180.0,2.2694950871485813,-2.111948
49-3091,Bicycle Repairers,12590.0,40360.0,2.266346106792643,-0.9226068
19-4042,"Environmental Science and Protection Technicians, Including Health",39390.0,49490.0,2.2662101373810457,
43-6012,Legal Secretaries and Administrative Assistants,154540.0,54140.0,2.262718818507386,1.014541
11-9051,Food Service Managers,244230.0,65310.0,2.260735990654828,-0.1213112
23-1022,"Arbitrators, Mediators, and Conciliators",7860.0,67710.0,2.259179010904658,1.431593
27-4012,Broadcast Technicians,21080.0,53920.0,2.2546815460472347,0.1222249
43-3061,Procurement Clerks,59900.0,48510.0,2.2543471173244636,1.487838
29-2033,Nuclear Medicine Technologists,16960.0,97020.0,2.2497159140819902,0.0855276
31-9099,"Healthcare Support Workers, All Other",103650.0,46050.0,2.249297227258226,0.1660077
49-9044,Millwrights,40660.0,65170.0,2.2490992363725266,-1.266085
41-2012,Gambling Change Persons and Booth Cashiers,21930.0,34810.0,2.2473848479525804,-0.0500926
45-2011,Agricultural Inspectors,12090.0,50990.0,2.246911824345554,0.1704867
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",16230.0,115230.0,2.2445288389409983,1.374714
17-3022,Civil Engineering Technologists and Technicians,62130.0,64200.0,2.242667058039164,0.9323219
43-4141,New Accounts Clerks,38030.0,46610.0,2.2396424263430763,1.174998
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",64410.0,77390.0,2.239546206287809,0.1941278
39-5091,"Makeup Artists, Theatrical and Performance",3320.0,50280.0,2.239286510473417,-0.4596138
41-3021,Insurance Sales Agents,469480.0,60370.0,2.234654778538474,1.341258
43-9021,Data Entry Keyers,135280.0,39850.0,2.233304660807473,0.3108081
51-8031,Water and Wastewater Treatment Plant and System Operators,126750.0,58260.0,2.2329919612742164,-0.44501
49-2097,Audiovisual Equipment Installers and Repairers,22170.0,50620.0,2.2282366812531404,-0.571284
17-3011,Architectural and Civil Drafters,109550.0,64280.0,2.2265808863769068,0.9233925
31-9093,Medical Equipment Preparers,72760.0,46490.0,2.224475121235484,-0.7308648
19-4092,Forensic Science Technicians,19450.0,67440.0,2.223932411890958,0.2400518
43-4031,"Court, Municipal, and License Clerks",170010.0,47700.0,2.223920107301904,1.166267
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",293930.0,100070.0,2.214513909948154,0.8911985
27-1026,Merchandise Displayers and Window Trimmers,192480.0,37350.0,2.213002998526998,-1.001413
49-3011,Aircraft Mechanics and Service Technicians,136390.0,78680.0,2.2112308608456814,-0.6551197
27-3042,Technical Writers,55530.0,91670.0,2.2105014403165097,1.184001
29-2032,Diagnostic Medical Sonographers,86460.0,89340.0,2.208978297401392,-0.264054
39-6011,Baggage Porters and Bellhops,31220.0,36020.0,2.2087893735802466,-1.272015
27-3043,Writers and Authors,47800.0,72270.0,2.208613481823115,0.9879274
41-2021,Counter and Rental Clerks,398620.0,38540.0,2.206487288465709,0.0784367
43-4171,Receptionists and Information Clerks,964530.0,37230.0,2.20640713107365,1.013186
13-2031,Budget Analysts,47170.0,87930.0,2.2061399580375265,1.502988
31-9011,Massage Therapists,96040.0,57950.0,2.2011858374963564,-1.410233
51-3021,Butchers and Meat Cutters,140040.0,38960.0,2.2001492933595204,-0.9709924
47-2141,"Painters, Construction and Maintenance",224180.0,48660.0,2.196532382737712,-1.58799
51-8021,Stationary Engineers and Boiler Operators,30780.0,75190.0,2.195602947882315,-0.5032496
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",29530.0,59330.0,2.195275619558254,-0.4791843
41-9011,Demonstrators and Product Promoters,64770.0,37960.0,2.189854399322973,0.1235652
51-5112,Printing Press Operators,145110.0,45160.0,2.18885278571433,-0.7093881
39-1013,First-Line Supervisors of Gambling Services Workers,25530.0,61590.0,2.186925619719091,
25-2011,"Preschool Teachers, Except Special Education",445080.0,37120.0,2.1829917286301734,0.0306372
47-2073,Operating Engineers and Other Construction Equipment Operators,469270.0,58710.0,2.181042549695211,-0.8815078
31-1131,Nursing Assistants,1388430.0,39530.0,2.1758873745518734,
15-1231,Computer Network Support Specialists,146450.0,73340.0,2.175029168827645,
51-9022,"Grinding and Polishing Workers, Hand",11850.0,41690.0,2.1732684710291696,-1.146524
35-2014,"Cooks, Restaurant",1452130.0,36830.0,2.171610122715096,-0.7418264
17-3023,Electrical and Electronic Engineering Technologists and Technicians,92710.0,77180.0,2.1696117205854297,0.3515252
17-3021,Aerospace Engineering and Operations Technologists and Technicians,9060.0,79830.0,2.1681306750711227,0.3909402
23-2011,Paralegals and Legal Assistants,367220.0,61010.0,2.1680416154119495,1.292055
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",143590.0,33720.0,2.1651454041070806,-0.4718385
29-2055,Surgical Technologists,113890.0,62830.0,2.1628256327538153,-0.4830476
27-1021,Commercial and Industrial Designers,30250.0,79450.0,2.154868267764079,0.867039
23-2093,"Title Examiners, Abstractors, and Searchers",48170.0,54980.0,2.1536587636285716,1.279954
47-2043,Floor Sanders and Finishers,4140.0,49150.0,2.153205249329869,-1.748722
53-5021,"Captains, Mates, and Pilots of Water Vessels",35390.0,85540.0,2.1518824599313735,-0.4281868
43-5051,Postal Service Clerks,78060.0,61630.0,2.1502184295253177,-0.5186997
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1455770.0,49210.0,2.1495853550081527,1.039749
47-4061,Rail-Track Laying and Maintenance Equipment Operators,16480.0,67370.0,2.1488169105467523,-1.39906
19-4012,Agricultural Technicians,14340.0,46790.0,2.147454986193812,
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18970.0,48620.0,2.1470297034600394,-1.06734
27-4011,Audio and Video Technicians,70080.0,54830.0,2.142600252279308,-0.0117747
35-2012,"Cooks, Institution and Cafeteria",448260.0,36450.0,2.142351325913719,-0.6360813
49-9052,Telecommunications Line Installers and Repairers,98360.0,70500.0,2.1419768115289837,-1.083883
51-5111,Prepress Technicians and Workers,23070.0,47300.0,2.1408741550459616,0.4107973
43-3011,Bill and Account Collectors,165020.0,46040.0,2.139177771306695,1.271991
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3300.0,58030.0,2.1366338984979962,-0.8320907
27-4031,"Camera Operators, Television, Video, and Film",24460.0,68810.0,2.1365174449723314,-0.4470009
43-2021,Telephone Operators,3950.0,39130.0,2.1357259297850213,1.019712
53-5031,Ship Engineers,8580.0,101320.0,2.1341983883226376,-0.5264951
47-2031,Carpenters,697740.0,59310.0,2.1333401737031954,-1.323631
37-2021,Pest Control Workers,96110.0,44730.0,2.1316775990828924,-0.7255374
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25200.0,45200.0,2.1314498947103604,-0.8847935
41-2031,Retail Salespersons,3800250.0,34580.0,2.13102147832798,0.0873069
43-4021,Correspondence Clerks,6260.0,46740.0,2.130808061013944,1.149758
47-4041,Hazardous Materials Removal Workers,50570.0,48490.0,2.128306524526806,-0.6887439
51-9162,Computer Numerically Controlled Tool Programmers,28230.0,65670.0,2.128227143267851,
17-3027,Mechanical Engineering Technologists and Technicians,37450.0,68730.0,2.1270770157225973,-0.1192367
39-4011,Embalmers,3420.0,56280.0,2.1261457797604684,-0.7311451
51-8011,Nuclear Power Reactor Operators,5720.0,122610.0,2.126098011553741,0.7705302
45-4023,Log Graders and Scalers,3310.0,46710.0,2.125912091650561,-0.4768305
51-9011,Chemical Equipment Operators and Tenders,127410.0,57090.0,2.11986063884198,-0.511521
51-6042,Shoe Machine Operators and Tenders,3270.0,38160.0,2.119670532171317,-1.029855
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",396870.0,59810.0,2.118707766301325,-0.8491117
53-7051,Industrial Truck and Tractor Operators,805770.0,46390.0,2.117007738650302,-1.39869
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",129850.0,46060.0,2.1162426280693443,-0.74266
47-2181,Roofers,136740.0,50970.0,2.1145826744045797,-1.752941
49-2091,Avionics Technicians,20900.0,81390.0,2.1122654144783373,-0.1728535
47-5012,"Rotary Drill Operators, Oil and Gas",13090.0,65010.0,2.110563132293487,-0.7737326
43-3041,Gambling Cage Workers,13490.0,36990.0,2.1071498807633415,0.4026518
53-2011,"Airline Pilots, Copilots, and Flight Engineers",99300.0,226600.0,2.1053355344661226,-0.2070626
27-2023,"Umpires, Referees, and Other Sports Officials",15080.0,38820.0,2.102318836247079,-0.0325617
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2199900.0,35930.0,2.1010565923979847,-1.436201
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19500.0,42730.0,2.1003503574506523,-0.758859
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",141090.0,37700.0,2.0980979719600557,-1.10563
49-9092,Commercial Divers,3430.0,61130.0,2.0976284885072367,-1.102728
53-7121,"Tank Car, Truck, and Ship Loaders",10920.0,58070.0,2.0960266978205504,-1.38776
43-5071,"Shipping, Receiving, and Inventory Clerks",857630.0,43190.0,2.094120845693179,-0.7463213
53-7073,Wellhead Pumpers,17350.0,70010.0,2.0932531918060087,-1.091197
39-9011,Childcare Workers,520180.0,32050.0,2.09251383739794,-0.3834794
53-2031,Flight Attendants,130110.0,67130.0,2.0919675635048347,-0.7621183
51-8092,Gas Plant Operators,15910.0,83400.0,2.0889968769709184,-0.2982082
19-4051,Nuclear Technicians,5990.0,104240.0,2.085500725110265,0.1696743
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",12080.0,34330.0,2.0846537191693693,-0.8298703
17-3026,Industrial Engineering Technologists and Technicians,73410.0,64790.0,2.0845793156625074,0.6106679
49-2092,"Electric Motor, Power Tool, and Related Repairers",16570.0,53990.0,2.0837822707485936,-0.8106341
15-1244,Network and Computer Systems Administrators,318570.0,96800.0,2.0820893638772056,
43-4121,"Library Assistants, Clerical",80070.0,36010.0,2.080352336983314,0.2038919
35-3031,Waiters and Waitresses,2302690.0,33760.0,2.078960955803513,-0.9481003
33-9093,Transportation Security Screeners,46340.0,63360.0,2.078876159275239,-0.5068558
49-3052,Motorcycle Mechanics,14010.0,47200.0,2.07874604863467,-0.763721
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,522010.0,32670.0,2.078130433939185,-1.927078
29-2031,Cardiovascular Technologists and Technicians,61180.0,67260.0,2.0780098035833983,-0.0909526
35-3041,"Food Servers, Nonrestaurant",271780.0,34460.0,2.077483869507242,-0.7270206
53-7072,"Pump Operators, Except Wellhead Pumpers",12600.0,60020.0,2.072770709633473,-0.8422927
39-3091,Amusement and Recreation Attendants,371590.0,30490.0,2.0715514724786206,-0.5246153
49-9071,"Maintenance and Repair Workers, General",1531700.0,48620.0,2.0672337639490044,-1.014408
43-9041,Insurance Claims and Policy Processing Clerks,229070.0,48450.0,2.064562146725095,1.240201
43-5061,"Production, Planning, and Expediting Clerks",385000.0,57770.0,2.0608268364281095,0.6999103
51-6092,Fabric and Apparel Patternmakers,2860.0,67670.0,2.057009035020308,-0.0831096
47-2051,Cement Masons and Concrete Finishers,205230.0,54660.0,2.0552209279928104,-1.777407
19-4099,"Life, Physical, and Social Science Technicians, All Other",71400.0,60130.0,2.0546852503287796,0.4501044
17-3012,Electrical and Electronics Drafters,20020.0,73720.0,2.0545922315280767,0.910166
49-9063,Musical Instrument Repairers and Tuners,5730.0,45320.0,2.0545814325768097,-0.5306271
47-2021,Brickmasons and Blockmasons,53520.0,60800.0,2.051596315097557,-1.75434
29-2034,Radiologic Technologists and Technicians,223460.0,77660.0,2.050980316683691,-0.5559037
43-3051,Payroll and Timekeeping Clerks,156950.0,55290.0,2.0504421179296193,1.257632
53-7064,"Packers and Packagers, Hand",601440.0,35580.0,2.0499784235061242,-1.51362
39-2021,Animal Caretakers,277300.0,33470.0,2.0484245148201943,-0.8890408
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1737820.0,46290.0,2.047311318155381,1.099056
49-9099,"Installation, Maintenance, and Repair Workers, All Other",183690.0,48640.0,2.046981380849784,-0.5900791
51-4192,"Layout Workers, Metal and Plastic",5610.0,61870.0,2.044125000175486,-0.7221353
53-7061,Cleaners of Vehicles and Equipment,373960.0,35270.0,2.043363255553463,-1.629897
19-4031,Chemical Technicians,55640.0,57790.0,2.0424579517891113,0.0628057
51-8099,"Plant and System Operators, All Other",15950.0,61710.0,2.04174159886135,-0.6702387
51-7021,Furniture Finishers,14230.0,42530.0,2.0416099754699037,-1.197727
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890.0,62630.0,2.036629162087486,-0.853048
51-9151,Photographic Process Workers and Processing Machine Operators,5550.0,40100.0,2.034076814567145,-0.3615806
47-5071,"Roustabouts, Oil and Gas",45330.0,47510.0,2.0332763136565353,-1.518977
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",261690.0,35690.0,2.0281324897275286,-1.601349
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",32890.0,61680.0,2.0249137129797097,-0.8684706
47-2161,Plasterers and Stucco Masons,20880.0,56020.0,2.024010310845694,-1.755588
47-2152,"Plumbers, Pipefitters, and Steamfitters",455940.0,62970.0,2.023965952096971,-1.121219
53-7071,Gas Compressor and Gas Pumping Station Operators,5110.0,71510.0,2.0208759538695302,-0.6909992
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",180270.0,63980.0,2.019162035920194,-1.169815
49-9081,Wind Turbine Service Technicians,11220.0,62580.0,2.0175560208025654,-0.9709935
53-6041,Traffic Technicians,7580.0,58480.0,2.0153953958883895,0.3995872
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14680.0,70760.0,2.0145586373439466,-0.3040507
35-2015,"Cooks, Short Order",150420.0,35620.0,2.0097514098975044,-0.5933817
17-3031,Surveying and Mapping Technicians,56720.0,51940.0,2.009542365233775,0.0852324
43-3021,Billing and Posting Clerks,417500.0,47170.0,2.009441075652982,1.333455
51-9082,Medical Appliance Technicians,11490.0,47060.0,2.0089555068585887,-0.4949538
43-9022,Word Processors and Typists,36030.0,47850.0,2.0070637539225045,0.6219606
49-9031,Home Appliance Repairers,31940.0,49410.0,2.005641777958175,-0.9703799
49-3021,Automotive Body and Related Repairers,155220.0,51680.0,2.005499318387338,-1.180589
47-2121,Glaziers,57000.0,55440.0,2.0047873395251066,-1.388901
31-9094,Medical Transcriptionists,43070.0,37550.0,2.00186289261951,1.06259
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",35420.0,36150.0,1.9989076052333834,-1.108432
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",46920.0,74690.0,1.9965181310272824,-0.7606913
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",24850.0,54340.0,1.9952600252158719,-1.301024
27-2042,Musicians and Singers,38350.0,,1.9930016333436984,-0.0040058
47-2022,Stonemasons,8750.0,51990.0,1.9907958209099526,-1.714759
39-5093,Shampooers,8890.0,31470.0,1.9898863860274316,-0.905371
35-3023,Fast Food and Counter Workers,3780930.0,30480.0,1.9846725225451776,
53-6051,Transportation Inspectors,23320.0,85750.0,1.9841855287066101,-0.18376
39-5094,Skincare Specialists,70240.0,41560.0,1.9833159999445333,-0.2628396
49-2098,Security and Fire Alarm Systems Installers,81510.0,59300.0,1.9822499795999693,-0.6926484
25-4013,Museum Technicians and Conservators,13070.0,47460.0,1.9800664070258263,-0.0912107
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34210.0,52550.0,1.9788820564107086,
17-3025,Environmental Engineering Technologists and Technicians,12500.0,58890.0,1.978743702621274,0.0438054
35-9021,Dishwashers,471670.0,33670.0,1.9760760853082817,-1.738612
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34240.0,46560.0,1.9750533248594835,-0.8941408
49-3092,Recreational Vehicle Service Technicians,18710.0,50540.0,1.9742128118738116,-0.9244052
39-3092,Costume Attendants,6290.0,54810.0,1.9739344700833537,-0.4533608
51-6093,Upholsterers,20990.0,46190.0,1.9738386736717184,-1.313735
43-4011,Brokerage Clerks,40090.0,62940.0,1.971966069129829,1.144877
47-2132,"Insulation Workers, Mechanical",25640.0,57250.0,1.9666635762881022,-1.268615
17-3013,Mechanical Drafters,39900.0,68510.0,1.9643221774575104,0.8410071
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",47540.0,45700.0,1.9540959000014935,-1.079282
43-9061,"Office Clerks, General",2510550.0,43630.0,1.9539934528767902,0.9888986
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150.0,30380.0,1.953160641347585,-0.0565477
51-9111,Packaging and Filling Machine Operators and Tenders,383860.0,40900.0,1.9517400265511204,-0.978608
45-4022,Logging Equipment Operators,22520.0,49210.0,1.951693273881697,-1.003702
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",591180.0,47460.0,1.9512672256808505,-0.0293395
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7310.0,82730.0,1.9512554178879973,-0.8303875
49-3093,Tire Repairers and Changers,106620.0,37120.0,1.9492658647007834,-1.550724
39-3012,Gambling and Sports Book Writers and Runners,7600.0,30460.0,1.9482607382644883,0.4652752
25-4031,Library Technicians,73770.0,39970.0,1.947982350421215,0.037965
53-4011,Locomotive Engineers,31990.0,77400.0,1.9469032314237962,-0.4977403
51-9193,Cooling and Freezing Equipment Operators and Tenders,6590.0,40160.0,1.9456487655339472,-0.9604952
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",96950.0,49390.0,1.9441382866006278,-0.8740445
53-6031,Automotive and Watercraft Service Attendants,98270.0,34850.0,1.9433047910969061,-1.221489
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",43640.0,39270.0,1.9389018295324272,-1.678876
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59990.0,71300.0,1.9381305802600712,-0.4632031
53-5011,Sailors and Marine Oilers,31360.0,49610.0,1.934033461639771,-1.150001
51-9197,Tire Builders,20970.0,55580.0,1.9330535439541896,-1.610915
47-2011,Boilermakers,10170.0,73340.0,1.9321934135972172,-1.097532
19-4021,Biological Technicians,76190.0,52000.0,1.930431030576025,0.3012355
49-3023,Automotive Service Technicians and Mechanics,688840.0,49670.0,1.9281540364015108,-0.9547055
51-8013,Power Plant Operators,30720.0,99670.0,1.9274077643792369,-0.3482779
43-9071,"Office Machine Operators, Except Computer",24740.0,39020.0,1.9230533191227759,-0.5171404
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",22350.0,48630.0,1.9194979760620396,-1.08921
47-2231,Solar Photovoltaic Installers,28280.0,51860.0,1.9085316987585002,-0.9441692
53-7011,Conveyor Operators and Tenders,26060.0,41230.0,1.90676074835218,-0.7554432
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",159500.0,47590.0,1.9024192425151885,
53-3033,Light Truck Drivers,994410.0,44140.0,1.8964514727957535,-1.120501
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23040.0,100940.0,1.896246592743088,-0.5522636
53-3052,"Bus Drivers, Transit and Intercity",148980.0,57440.0,1.8959144173892486,
45-4011,Forest and Conservation Workers,5630.0,43680.0,1.8943653624700751,-1.064205
51-9194,Etchers and Engravers,8390.0,40450.0,1.893856915952815,-0.6395226
53-7065,Stockers and Order Fillers,2779530.0,37090.0,1.8907764567837693,
47-4031,Fence Erectors,22640.0,46940.0,1.8876448460308295,-1.902113
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",45680.0,51650.0,1.883464186496396,-1.184739
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13890.0,41460.0,1.8811150323332613,-1.141885
19-4043,"Geological Technicians, Except Hydrologic Technicians",9710.0,48390.0,1.88099896062315,
47-5023,"Earth Drillers, Except Oil and Gas",17410.0,59600.0,1.880845123389796,
43-2011,"Switchboard Operators, Including Answering Service",35730.0,38370.0,1.8798239294353143,0.9832644
49-9011,Mechanical Door Repairers,27970.0,51050.0,1.8777255563314044,-1.383152
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2982530.0,38940.0,1.8714405107844398,-1.709183
51-2051,Fiberglass Laminators and Fabricators,18520.0,45760.0,1.8676190581497687,
51-6041,Shoe and Leather Workers and Repairers,7640.0,35950.0,1.862608003990576,-0.990912
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",65700.0,46980.0,1.8615716364799795,-1.234352
49-9041,Industrial Machinery Mechanics,421940.0,63760.0,1.858984046757415,-1.133177
43-4071,File Clerks,78980.0,41270.0,1.8563731423612335,0.2839743
45-2091,Agricultural Equipment Operators,30940.0,42580.0,1.8544733746466497,-1.145156
51-4051,Metal-Refining Furnace Operators and Tenders,20330.0,55770.0,1.8524396978719926,-1.167465
51-9141,Semiconductor Processing Technicians,32150.0,51180.0,1.8513525903260108,-0.6372312
47-2171,Reinforcing Iron and Rebar Workers,14140.0,59280.0,1.8450725391863672,-1.970997
43-5041,"Meter Readers, Utilities",19620.0,49180.0,1.8429112981593636,-0.9723772
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",119210.0,31150.0,1.8423766285617145,-0.2420959
27-1023,Floral Designers,40160.0,36120.0,1.8419993157495067,-0.2718452
47-4021,Elevator and Escalator Installers and Repairers,23340.0,106580.0,1.8375650164689323,-0.8604742
51-3092,Food Batchmakers,171660.0,40790.0,1.8357051972520966,-0.3791114
51-2041,Structural Metal Fabricators and Fitters,53380.0,49900.0,1.8355819048972766,-1.076307
49-3041,Farm Equipment Mechanics and Service Technicians,36880.0,52080.0,1.8347182087584415,-1.20703
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36290.0,47060.0,1.832968280668066,-1.002411
53-7021,Crane and Tower Operators,42000.0,66370.0,1.8316124607355304,-1.030619
49-9062,Medical Equipment Repairers,60830.0,62630.0,1.8271014158405456,-0.2768838
39-4021,Funeral Attendants,30560.0,34610.0,1.8223728688989123,-0.5445412
51-5113,Print Binding and Finishing Workers,36470.0,39820.0,1.8201163988049927,-0.9062089
53-5022,Motorboat Operators,2380.0,51880.0,1.818650137323987,-0.8871186
31-1132,Orderlies,53020.0,37700.0,1.8185818275079197,
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31510.0,41600.0,1.8178938241920453,-0.8999876
47-2053,Terrazzo Workers and Finishers,1450.0,57260.0,1.8137142605786079,-1.776065
23-1012,Judicial Law Clerks,13220.0,60400.0,1.8135421756073726,1.462973
49-3043,Rail Car Repairers,18300.0,65680.0,1.8121343706111632,-1.448102
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14530.0,38260.0,1.8083207311519456,-1.241662
49-9051,Electrical Power-Line Installers and Repairers,123680.0,92560.0,1.805653871327744,-1.081398
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",97540.0,38860.0,1.8027627182543506,-1.346555
51-2021,"Coil Winders, Tapers, and Finishers",12170.0,47260.0,1.7980697435062516,-0.8289722
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14900.0,44980.0,1.7977831354277964,-0.8596925
35-2021,Food Preparation Workers,888770.0,34220.0,1.7970419020169257,-1.226416
51-3011,Bakers,231890.0,36650.0,1.7959658806776189,-0.3852989
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,287230.0,60640.0,1.795465770946167,-1.010472
53-7041,Hoist and Winch Operators,2480.0,52310.0,1.7894104465002438,-0.9781997
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57310.0,45130.0,1.7889003709572957,-1.042151
53-4031,Railroad Conductors and Yardmasters,42710.0,74080.0,1.7873276352423673,-0.4662731
45-2021,Animal Breeders,1730.0,52000.0,1.782384220228526,-1.044292
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",100840.0,47680.0,1.7818190898287305,-0.819664
