year,complexity,spec_total,spec_residual,total_emp,complexity_d,spec_total_d,spec_residual_d
2005,-2.9035955686562573,1.79157927860086,0.03980735012113572,50007530.0,0.0,0.0,0.0
2009,-2.8025574304176217,1.8038871309280373,0.04355517218048321,48524400.0,0.10103813823863561,0.012307852327177349,0.00374782205934749
2014,-2.696849004246635,1.812624289049561,0.04333662957985849,50862400.0,0.20674656440962247,0.021045010448700996,0.0035292794587227713
2019,-2.805264011503043,1.8095170910282588,0.0494144359517485,50649960.0,0.09833155715321418,0.01793781242739878,0.009607085830612781
2024,-2.7425591778192153,1.812698355459669,0.04728329772382766,49321710.0,0.16103639083704202,0.021119076858808983,0.007475947602691942
