soc_code,title,spec_score,spec_residual,complexity_pc1,aioe_score,emp_2005,wage_2005,emp_2009,wage_2009,emp_2014,wage_2014,emp_2019,wage_2019,emp_2024,wage_2024,emp_growth,emp_cagr,real_wage_2005,real_wage_2009,real_wage_2014,real_wage_2019,real_wage_2024,real_wage_growth,spec_tercile,aioe_tercile,emp_growth_w
13-1111,Management analysts,2.787759510731584,0.08815660375491285,7.000977913330812,1.432417,441000.0,66380.0,552770.0,75250.0,587450.0,80880.0,709750.0,85260.0,893900.0,101190.0,1.0269841269841269,0.037886871077069895,106452.71889400922,109875.52447552446,107019.92395437263,104432.66327727806,101190.0,-0.049437148704948516,Specification,High AI,1.0269841269841269
13-1121,Meeting and convention planners,2.6370116847360174,0.04768999269480645,5.886471216507521,0.3740207,40040.0,41280.0,51530.0,44780.0,77940.0,46490.0,117610.0,50600.0,134670.0,59440.0,2.3633866133866133,0.06592118612134779,66200.18433179724,65385.06293706293,61515.28517110266,61978.56863511928,59440.0,-0.1021173037512252,Specification,Medium AI,2.297350830987184
13-1199,"Business operations specialists, all other",2.477267179248953,0.14859503550734487,3.252335681512922,1.047687,916290.0,54550.0,1036450.0,60610.0,934370.0,67280.0,,,1128200.0,81270.0,0.23126957622586736,0.011009947869759396,87481.10599078341,88499.07692307692,89024.48669201521,,81270.0,-0.07099939947533111,Specification,High AI,0.23126957622586736
13-2011,Accountants and auditors,2.61327687495801,0.16123451668354027,4.499120370690201,1.481956,1051220.0,52210.0,1106980.0,60340.0,1187310.0,65940.0,1280700.0,71550.0,1448290.0,81680.0,0.377723026578642,0.017007864729578603,83728.4792626728,88104.83916083915,87251.40684410646,87639.65584669534,81680.0,-0.024465740697932857,Specification,High AI,0.377723026578642
13-2031,Budget analysts,2.0509220705160573,0.10420506323238432,-0.6077193398027982,1.502988,53510.0,58910.0,60970.0,66660.0,57120.0,71220.0,51460.0,76540.0,47170.0,87930.0,-0.11848252663053635,-0.006615413535376091,94473.1797235023,97332.92307692308,94237.87072243346,93751.77160735236,87930.0,-0.06925965382611692,Middle,High AI,-0.11848252663053635
13-2041,Credit analysts,2.122599715167216,0.1353353358408249,-0.19794585565464765,1.345268,61500.0,50370.0,67950.0,57470.0,69390.0,67020.0,73930.0,73650.0,67370.0,80970.0,0.09544715447154471,0.004809562687755342,80777.69585253455,83914.23776223775,88680.45627376426,90211.88893234258,80970.0,0.002380658985575802,Middle,High AI,0.09544715447154471
13-2052,Personal financial advisors,2.604426721483733,0.1459412547749488,4.5642347013820075,1.400749,108640.0,63500.0,149460.0,68200.0,196490.0,81060.0,210190.0,87850.0,270480.0,102140.0,1.4896907216494846,0.04917940735424087,101834.10138248847,99581.53846153845,107258.09885931559,107605.08408290966,102140.0,0.0030038917549100167,Specification,High AI,1.4896907216494846
13-2053,Insurance underwriters,2.3023888130568086,0.13810834751865464,1.5909863178249055,1.326652,98970.0,51270.0,98430.0,57820.0,91720.0,64220.0,100050.0,70020.0,107820.0,79880.0,0.08942103667778115,0.004517880043994227,82221.0138248848,84425.28671328671,84975.51330798479,85765.60031286663,79880.0,-0.028472208210308752,Specification,High AI,0.08942103667778115
13-2061,Financial examiners,2.482730524189766,0.13182005431477384,3.477077160977962,1.526064,22160.0,63090.0,26050.0,71750.0,36830.0,76310.0,64550.0,81090.0,62830.0,90400.0,1.83528880866426,0.056381801006847754,101176.58986175114,104765.03496503497,100972.927756654,99324.9432929214,90400.0,-0.10651268120892786,Specification,High AI,1.83528880866426
13-2071,Loan counselors,2.2445019187035284,0.15771449059089093,0.8078383517958755,1.385381,28030.0,35680.0,30360.0,37320.0,29600.0,42110.0,32110.0,45950.0,28110.0,50480.0,0.0028540849090260435,0.00015001228975752845,57219.53917050691,54492.41958041958,55719.695817490494,56282.909659757526,50480.0,-0.11778387711973609,Specification,High AI,0.0028540849090260435
13-2072,Loan officers,2.3484756872776233,0.1285359688966632,2.153481118682799,1.385739,332690.0,49440.0,298200.0,54880.0,300580.0,62620.0,308370.0,63270.0,290530.0,74180.0,-0.1267245784363822,-0.0071064334679816765,79286.26728110599,80132.47552447552,82858.40304182509,77497.70825185765,74180.0,-0.06440292192091654,Specification,High AI,-0.1267245784363822
13-2081,"Tax examiners, collectors, and revenue agents",2.3113307712649087,0.05918755831000411,2.4789310186025437,1.36682,72290.0,44210.0,69500.0,48550.0,63640.0,51120.0,53760.0,54890.0,53530.0,59740.0,-0.2595103057131,-0.015688452850691537,70898.9861751152,70889.79020979021,67641.67300380228,67233.27336722722,59740.0,-0.15739274673904846,Specification,High AI,-0.2595103057131
13-2082,Tax preparers,2.2544565064433115,0.11497563883140272,1.3403605155656482,1.29371,58850.0,25700.0,61130.0,30060.0,68590.0,35990.0,66670.0,43080.0,73570.0,50560.0,0.25012744265080716,0.011819062789767854,41214.7465437788,43891.804195804194,47621.74904942966,52767.52444270629,50560.0,0.226745382172727,Specification,High AI,0.25012744265080716
13-2099,"Financial specialists, all other",2.406117609345277,0.11446986593511577,2.878165500857835,1.361362,122320.0,51260.0,153720.0,58350.0,137460.0,65440.0,,,127450.0,80190.0,0.04193917593198169,0.0021646325575006564,82204.97695852534,85199.16083916083,86589.80988593157,,80190.0,-0.024511617581766967,Specification,High AI,0.04193917593198169
15-2011,Actuaries,2.3884336354791706,0.12733862746078595,2.569398244164729,1.516474,15770.0,81640.0,17940.0,87210.0,21490.0,96700.0,22260.0,108350.0,28340.0,125770.0,0.7970830691185796,0.03133159782416173,130924.97695852534,127338.7972027972,127952.85171102661,132714.97849041846,125770.0,-0.039373518164974294,Specification,High AI,0.7970830691185796
15-2021,Mathematicians,2.2095583325571657,0.12568189183611533,0.778419788133963,1.472319,2930.0,80920.0,2770.0,93580.0,3130.0,103720.0,2630.0,105030.0,2220.0,121680.0,-0.24232081911262798,-0.014498876101284197,129770.32258064515,136639.8881118881,137241.67300380228,128648.40046929996,121680.0,-0.06234339577616029,Middle,High AI,-0.24232081911262798
15-2031,Operations research analysts,2.397999967500127,0.05040141634295514,3.4436067681054756,1.40002,52530.0,62180.0,60960.0,70070.0,86950.0,76660.0,99680.0,84810.0,107760.0,91290.0,1.0513992004568817,0.03854111310426789,99717.23502304147,102312.0,101436.04562737643,103881.4704732108,91290.0,-0.08451131864109758,Specification,High AI,1.0513992004568817
15-2041,Statisticians,2.3644488399159393,0.11282617109726667,2.4736703771944644,1.382724,17480.0,62450.0,21370.0,72820.0,26970.0,79990.0,39090.0,91160.0,29800.0,103300.0,0.7048054919908466,0.02847422563537605,100150.23041474653,106327.38461538461,105842.28136882129,111659.41337504888,103300.0,0.03145044771449355,Specification,High AI,0.7048054919908466
15-2099,"Mathematical scientists, all other",2.0440441598195016,-0.028675133596930635,0.6656651780608146,,7320.0,61860.0,2610.0,48210.0,1600.0,66560.0,,,4660.0,71490.0,-0.3633879781420765,-0.02348791369183323,99204.05529953916,70393.34265734266,88071.78707224334,,71490.0,-0.2793641370391428,Middle,,-0.3633879781420765
17-1011,"Architects, except landscape and naval",2.631948160032379,0.11164334626068095,5.18898367912207,1.047142,96740.0,62850.0,101630.0,72700.0,88900.0,74520.0,105850.0,80750.0,111140.0,96690.0,0.14885259458341948,0.007330087179890699,100791.70506912442,106152.16783216783,98604.41064638783,98908.48650762612,96690.0,-0.0406948673634543,Specification,High AI,0.14885259458341948
