soc_code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
49-3093,2.25,3.0,2.75,2.75,3.0,2.38,2.12,2.0,2.25,2.62,2.12,1.75,2.12,2.38,2.0,2.88,2.25,2.75,1.0,2.88,2.25,1.0,2.88,2.5,2.88,1.0,3.0,2.75,3.0,2.0,2.0,1.38,3.0,2.88,2.25
49-9011,3.0,3.12,3.0,3.0,3.5,2.75,2.75,3.12,3.0,2.88,2.62,1.88,1.88,2.88,2.5,3.0,2.62,2.75,1.88,3.0,2.88,1.0,3.25,3.12,3.0,1.0,3.0,3.0,3.12,2.12,2.25,2.0,2.88,2.88,2.75
49-9012,2.88,3.12,3.0,3.0,3.38,3.12,2.88,2.38,2.25,3.12,2.5,1.88,1.75,2.0,2.12,3.12,2.12,3.0,1.62,3.12,2.0,1.62,3.12,3.0,3.25,1.75,2.5,2.88,3.12,2.25,2.12,1.88,2.75,3.12,3.0
49-9021,3.12,3.25,3.25,3.0,3.5,3.12,3.0,3.38,2.88,3.12,2.75,1.75,2.25,2.88,2.5,3.12,2.38,3.0,1.62,3.62,2.75,1.62,3.25,3.38,3.38,1.75,2.88,3.0,3.12,3.0,3.0,1.75,2.88,3.5,2.88
49-9031,2.88,3.38,3.12,2.75,3.75,3.62,3.0,3.0,2.25,3.0,2.12,2.0,2.12,2.5,2.12,2.88,2.25,2.88,1.88,3.5,2.75,1.62,3.5,3.12,3.88,1.75,3.0,2.75,3.5,2.62,2.25,1.88,3.0,3.62,2.75
49-9041,3.12,3.12,3.12,3.0,3.62,4.0,3.12,2.62,2.62,3.12,2.62,1.62,1.75,2.62,2.38,3.12,1.88,4.0,1.88,4.0,2.12,1.75,3.75,2.88,4.0,1.75,2.25,2.75,3.0,2.88,2.88,2.0,3.0,4.0,2.75
49-9043,2.75,3.0,2.88,3.0,3.0,3.75,2.75,2.88,2.25,3.0,2.12,1.75,1.88,2.12,2.0,2.75,2.12,3.62,1.88,3.75,2.12,1.75,3.12,3.0,3.75,1.75,2.12,2.62,2.88,2.12,2.0,1.88,3.0,3.75,2.38
49-9044,2.75,3.12,3.12,3.0,3.62,3.75,2.88,3.75,2.88,3.12,2.88,2.0,2.0,2.62,2.62,3.12,2.88,3.38,1.88,3.62,2.88,1.75,3.25,3.0,3.62,1.75,3.0,3.0,3.0,2.75,2.62,1.88,3.25,3.75,2.75
49-9045,2.38,3.0,2.62,2.88,2.88,3.0,2.62,1.38,2.5,2.75,2.25,1.5,1.62,2.25,2.0,2.75,2.0,3.0,2.0,3.25,2.0,1.0,2.62,2.88,3.12,1.0,2.38,2.75,2.75,1.88,1.75,1.62,2.88,2.88,2.5
49-9051,3.0,3.38,3.12,3.12,3.12,3.0,2.62,3.0,2.5,3.12,2.75,1.5,1.62,2.88,2.0,3.25,2.0,3.25,1.88,3.25,2.62,1.25,3.12,3.0,3.12,1.75,2.62,2.75,2.88,3.12,2.88,1.88,3.0,3.38,2.5
49-9052,2.75,3.0,3.12,3.0,3.12,3.0,2.25,2.38,2.12,3.0,2.25,1.75,1.75,2.0,2.0,3.0,2.12,3.0,1.88,3.12,2.25,1.62,2.88,2.88,2.88,1.75,2.75,2.88,3.12,2.38,2.25,1.88,2.88,3.0,2.62
49-9061,3.0,3.12,3.12,2.25,3.5,3.38,3.0,1.88,1.62,3.12,2.62,2.0,2.25,2.0,2.38,2.88,2.0,2.12,1.88,3.0,2.12,1.75,3.38,3.12,3.75,2.12,2.38,2.75,3.0,2.12,2.12,2.12,3.12,3.88,2.62
49-9062,3.0,3.0,3.0,2.75,3.12,4.0,3.0,2.5,2.62,3.0,2.62,2.0,2.0,2.25,2.88,2.88,2.12,2.88,2.0,3.5,2.5,2.0,3.38,3.12,4.25,2.12,2.75,2.88,2.88,3.0,2.5,2.12,3.0,3.88,2.75
49-9063,3.0,3.12,3.12,2.88,3.5,3.0,3.0,1.38,2.38,3.38,2.88,2.0,2.38,2.38,2.0,3.0,2.75,2.75,2.12,3.12,2.88,1.25,3.62,3.0,3.88,1.88,3.12,3.0,3.12,2.75,2.75,1.75,3.25,3.75,2.5
49-9064,2.25,3.0,2.88,2.25,3.12,3.0,2.62,1.5,2.0,3.0,2.0,2.12,2.25,2.0,2.0,2.62,2.25,2.75,2.0,3.12,2.12,1.0,3.0,2.88,3.88,1.75,2.75,2.75,3.0,2.0,2.12,1.88,2.38,3.0,2.25
49-9071,3.12,3.0,3.12,3.0,3.25,3.88,3.0,3.0,2.38,3.0,2.25,2.12,2.25,2.38,2.38,3.12,2.38,3.12,2.12,3.12,2.25,1.38,3.12,3.0,3.88,1.88,2.38,2.75,3.0,2.5,2.25,2.12,3.0,3.75,2.88
49-9081,3.12,3.12,3.25,3.0,3.5,4.0,3.0,1.88,3.0,3.12,3.0,1.62,2.25,2.62,2.12,3.25,2.12,3.12,1.62,4.0,2.0,1.62,3.25,3.25,4.0,2.0,2.25,2.75,3.12,3.12,3.12,1.75,3.0,4.0,2.88
49-9091,2.62,2.88,2.88,2.62,2.88,3.38,2.5,2.12,1.88,2.88,1.88,1.88,2.0,2.0,2.0,2.88,1.88,3.0,1.5,3.0,2.0,1.38,3.0,2.88,3.5,1.62,2.88,2.62,2.88,2.88,2.75,1.0,2.88,3.25,2.62
49-9092,3.0,3.75,3.25,3.25,3.88,3.25,3.0,2.5,3.12,3.25,2.88,1.62,2.0,2.75,2.12,3.12,3.0,3.38,1.88,3.75,2.88,1.0,3.5,3.25,3.25,2.5,2.75,3.0,3.62,2.88,2.62,1.75,3.38,3.25,3.0
49-9094,2.88,3.12,2.88,2.75,3.12,3.12,2.62,2.5,2.38,2.88,2.25,2.0,2.12,2.25,2.5,2.75,2.25,3.12,1.12,3.12,2.5,1.62,3.12,3.0,3.5,1.0,2.88,2.75,3.12,2.25,2.0,1.88,3.25,3.0,2.62
49-9095,3.38,3.38,3.38,3.5,3.75,2.62,2.88,2.62,3.25,3.5,3.38,2.25,2.62,3.38,2.62,3.5,3.12,3.75,2.25,3.62,3.0,1.0,3.75,3.12,3.12,1.62,3.12,3.0,3.38,2.75,2.62,2.0,3.38,3.25,2.62
49-9096,2.62,3.12,3.0,3.12,3.12,2.75,2.88,2.0,2.12,3.0,1.62,1.38,1.38,2.5,1.62,3.12,2.12,3.25,2.12,3.12,2.25,1.0,2.88,3.12,2.75,1.38,2.38,2.75,3.0,2.12,2.12,1.5,3.0,2.88,2.38
49-9097,2.88,3.0,3.38,2.75,3.75,4.0,3.62,2.88,2.62,3.0,2.62,1.62,1.75,2.0,2.5,2.88,2.25,3.12,1.12,3.75,2.12,2.0,3.88,2.88,4.0,1.75,2.12,2.75,2.88,2.38,2.38,1.5,3.0,4.12,2.88
49-9098,2.62,3.12,2.62,3.0,3.12,3.12,2.75,2.38,2.12,2.88,2.5,1.25,1.5,1.88,2.0,3.12,1.88,3.12,1.62,3.12,1.88,1.38,3.0,2.62,3.12,1.12,2.38,2.62,3.0,2.12,2.12,1.62,2.75,3.12,2.12
49-9099,3.12,3.0,3.12,3.0,3.25,3.12,2.88,3.0,2.62,3.12,2.12,2.0,2.0,2.62,2.75,3.75,2.38,3.38,2.0,3.88,2.25,1.88,3.25,3.25,3.12,2.12,2.88,2.88,3.0,3.0,2.88,1.88,2.88,3.62,3.0
51-1011,3.12,3.88,3.12,3.75,3.75,2.12,2.25,1.12,3.0,3.62,3.12,2.25,2.12,3.88,2.38,3.75,3.0,2.75,2.88,3.12,3.0,1.25,3.0,3.5,2.25,1.5,3.0,3.75,3.88,3.12,3.0,2.0,3.88,2.25,3.12
51-2011,2.88,3.12,3.0,2.88,3.12,3.0,2.88,2.88,2.88,3.0,2.62,2.0,2.12,2.25,2.5,3.12,2.25,2.88,1.88,2.88,2.25,1.5,3.38,3.0,2.88,1.75,2.38,2.75,3.0,2.88,2.88,2.0,3.0,2.88,2.75
51-2021,2.25,3.0,2.38,2.88,2.88,1.62,1.62,1.12,2.0,2.75,2.0,1.5,1.5,1.88,1.75,3.12,1.75,3.0,1.5,3.12,1.88,1.0,2.12,2.88,1.38,1.0,1.88,2.62,2.88,2.0,1.88,1.75,2.38,2.0,2.12
51-2022,2.62,3.0,2.62,3.0,3.0,2.25,2.25,2.12,2.5,3.12,2.12,1.5,1.75,2.25,2.12,3.12,2.12,2.88,1.62,3.12,2.12,1.25,2.88,3.25,2.25,1.88,2.25,2.62,2.88,2.38,2.25,1.75,2.88,2.5,2.88
51-2023,2.38,2.88,2.5,2.38,3.0,2.75,2.38,1.62,1.88,2.88,1.88,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.75,3.25,1.88,1.5,3.25,3.0,2.75,2.0,2.0,2.5,3.0,2.12,2.12,1.88,2.88,3.0,2.5
51-2031,2.38,3.0,2.88,2.75,3.0,2.88,2.5,2.0,2.12,2.62,2.0,1.62,2.0,2.12,2.0,3.0,2.12,2.88,1.75,3.38,2.25,1.75,3.12,3.12,2.88,1.88,2.25,2.88,3.0,2.38,2.12,1.88,2.88,2.88,2.25
51-2041,2.25,3.0,2.12,2.38,3.0,2.0,2.12,1.12,2.25,2.38,1.75,1.38,1.38,2.12,2.12,2.88,2.0,2.38,1.88,2.88,2.12,1.0,2.25,3.0,1.88,1.75,2.12,2.62,3.0,1.62,1.62,1.62,2.62,2.12,2.25
51-2051,2.88,3.0,3.0,2.88,2.88,1.88,2.12,1.0,2.88,2.88,2.62,1.88,2.0,2.38,2.38,3.12,2.38,2.88,1.12,3.12,2.38,1.0,2.88,3.0,1.62,1.75,2.38,2.75,3.0,2.25,2.12,1.88,2.88,2.38,2.88
51-2061,2.12,2.88,2.75,2.25,2.88,2.75,2.62,1.62,2.12,2.75,2.12,1.5,1.5,2.0,2.0,2.88,1.62,2.75,1.62,3.0,2.0,1.38,3.25,2.75,3.38,2.0,2.62,2.75,2.75,2.12,2.0,1.62,2.75,3.25,2.5
51-2092,2.25,3.12,2.88,3.0,3.0,2.25,2.0,1.0,3.0,2.75,2.38,1.88,2.0,2.75,2.0,3.12,2.25,2.75,1.38,3.0,2.38,1.62,3.12,3.0,2.0,1.0,2.25,3.0,3.0,2.25,2.12,1.5,3.0,2.12,2.75
51-3011,3.0,3.0,2.25,3.0,3.0,1.5,1.5,1.0,2.0,3.0,2.25,1.75,2.0,2.0,2.25,3.25,2.12,2.25,2.0,2.88,2.0,1.0,2.88,2.88,1.12,1.75,2.5,2.75,3.0,2.0,2.0,1.75,3.0,2.12,2.25
51-3021,2.5,3.12,2.88,2.88,3.0,1.62,1.5,1.0,2.62,2.88,2.25,2.12,2.25,2.62,2.38,3.0,2.75,2.38,1.75,2.5,2.75,1.12,2.62,3.0,1.62,1.25,3.0,3.0,3.0,2.38,2.38,1.38,3.0,2.0,2.25
51-3022,2.38,3.12,2.38,2.88,3.0,1.75,2.0,1.0,2.62,3.0,2.25,1.75,1.88,2.62,2.25,3.0,2.25,2.25,1.12,2.5,2.25,1.0,2.12,2.38,1.75,1.0,2.75,2.88,3.0,1.62,1.62,1.25,2.88,2.25,2.12
51-3023,2.0,2.62,1.88,2.0,2.38,1.38,1.38,1.0,1.88,2.0,2.0,1.5,1.62,1.88,1.75,2.25,1.75,2.12,1.12,2.25,1.88,1.0,2.12,1.88,1.38,1.0,2.0,2.38,2.75,1.88,1.88,1.0,2.0,2.12,1.75
51-3091,2.5,3.12,3.0,3.0,3.12,2.12,2.12,1.62,2.62,3.0,2.5,1.25,1.38,2.12,1.5,3.5,2.25,3.12,1.88,3.62,2.5,1.25,3.12,3.12,2.12,1.75,2.62,3.0,3.0,2.25,2.0,1.5,2.88,2.25,2.88
51-3092,2.75,3.0,2.88,3.0,3.12,1.62,1.62,1.0,2.12,2.88,2.12,1.25,1.5,2.12,2.75,2.88,2.0,3.0,1.88,3.25,2.0,1.12,2.75,3.12,1.5,2.0,2.12,2.75,3.0,2.0,2.0,1.5,2.75,2.12,2.88
51-3093,2.62,3.0,2.88,2.88,3.0,1.62,1.5,1.0,2.0,2.75,2.12,1.62,1.88,2.0,2.0,3.12,1.88,3.12,1.62,3.5,2.0,1.25,2.75,3.12,1.38,1.88,2.0,2.62,2.62,2.0,2.12,1.38,2.62,1.88,2.75
51-4021,2.62,2.88,3.0,3.0,3.12,2.62,2.62,2.12,2.25,3.12,2.25,1.75,1.75,2.25,2.5,3.12,1.75,3.38,1.75,3.5,2.38,1.5,3.12,2.88,2.75,1.88,2.25,2.75,3.0,2.38,2.38,1.88,2.88,3.0,2.62
51-4022,2.38,3.12,2.62,2.75,2.88,2.75,2.0,1.62,2.25,2.75,2.38,1.38,1.5,2.38,2.12,3.12,2.25,3.12,1.88,3.25,2.38,1.25,2.88,3.12,2.5,1.38,2.12,2.88,2.88,2.0,2.0,1.88,3.0,2.88,2.75
51-4023,3.0,3.12,3.0,3.0,3.12,3.0,2.62,2.38,2.75,3.0,2.88,1.75,1.88,2.75,2.38,3.5,2.0,4.0,1.75,4.0,1.88,1.62,3.62,3.0,3.0,1.38,2.38,2.88,3.25,2.75,2.75,1.75,3.0,3.0,2.62
51-4031,2.62,3.0,2.62,2.75,3.0,2.75,2.0,1.5,2.25,2.88,2.0,1.5,1.75,2.0,2.38,3.25,1.88,3.38,1.75,3.5,2.0,1.12,3.25,2.88,2.5,1.62,1.88,2.5,3.0,2.0,2.0,1.75,2.75,3.0,2.62
51-4032,2.75,3.0,3.0,2.12,3.0,2.75,2.62,1.88,2.25,3.0,2.12,1.62,1.88,2.0,2.5,3.12,2.0,3.12,1.75,3.62,2.12,1.25,2.88,3.12,2.62,1.75,2.0,2.75,3.0,2.12,2.0,1.88,3.0,2.75,2.25
51-4033,2.62,2.88,2.88,2.88,3.0,2.75,2.75,1.5,2.25,3.0,2.25,1.62,2.12,2.12,2.75,3.12,2.0,4.0,1.62,4.0,2.0,1.75,3.5,3.12,2.62,1.5,2.12,2.62,3.0,2.38,2.25,1.62,2.75,3.0,2.38
51-4034,2.0,3.0,2.62,2.62,2.62,3.0,2.62,1.88,2.12,2.88,2.0,1.88,2.0,2.0,2.12,3.0,1.88,3.38,1.75,3.5,2.0,1.88,3.0,3.0,2.25,1.75,2.0,2.5,2.75,2.0,2.0,1.75,2.75,2.62,2.25
51-4035,2.62,3.0,2.75,2.75,3.12,2.38,2.25,1.62,2.12,2.62,2.12,1.5,1.62,2.0,2.62,3.12,1.75,3.38,1.88,3.88,1.88,1.5,2.88,2.88,2.38,1.38,2.0,2.62,2.88,2.12,2.0,1.62,2.62,2.75,2.62
51-4041,2.75,3.0,3.0,3.0,3.12,2.88,2.62,2.5,2.5,2.75,2.12,1.62,1.75,2.0,2.88,3.12,2.38,3.25,2.0,3.12,2.25,1.75,3.0,2.88,2.88,1.5,2.25,2.88,3.0,2.5,2.5,1.88,2.88,3.0,2.5
51-4051,2.88,3.0,3.0,2.75,3.0,2.88,2.75,1.0,2.62,2.75,2.25,1.75,2.0,2.62,2.5,3.62,2.12,3.75,1.75,3.88,2.25,1.0,3.0,3.0,2.75,2.0,2.12,2.88,3.0,2.38,2.62,1.25,2.88,2.88,2.75
51-4052,2.25,3.0,2.5,2.88,3.0,2.75,2.0,1.0,2.0,3.0,2.25,1.75,2.12,2.0,2.0,3.0,2.0,3.12,1.75,3.12,2.0,1.25,2.88,2.75,2.12,1.88,2.0,2.5,2.75,2.0,1.88,1.38,2.88,2.5,2.0
51-4061,2.88,3.0,2.88,2.88,3.12,2.62,2.88,1.38,2.25,3.0,2.38,1.62,1.88,2.12,2.62,3.25,1.88,3.62,2.62,3.38,2.0,1.75,3.25,2.88,2.75,1.75,1.88,2.62,3.0,2.0,2.0,2.12,3.0,3.12,2.75
51-4062,2.62,3.0,3.0,2.62,3.0,2.38,2.38,1.38,2.38,2.88,2.12,1.25,1.38,2.0,2.38,3.0,2.0,3.12,2.38,3.38,2.0,2.12,3.12,3.0,2.12,1.5,2.0,2.62,3.0,2.12,2.12,2.0,2.88,2.25,2.25
51-4071,2.38,2.88,2.62,2.25,2.88,2.0,2.0,1.0,2.12,2.62,2.0,1.75,1.75,2.0,2.0,3.0,2.0,2.62,1.62,3.0,2.0,1.0,2.38,2.25,2.0,1.25,2.0,2.25,2.62,2.0,1.88,1.38,2.88,2.12,2.0
51-4072,2.88,3.25,2.75,2.38,3.0,2.75,2.25,2.0,2.25,2.75,2.25,1.5,1.5,2.25,2.25,3.12,2.12,3.12,1.88,3.38,2.12,1.38,3.0,3.12,2.88,1.12,2.12,2.88,3.0,1.62,2.12,1.38,3.0,2.88,2.62
51-4081,2.88,3.0,3.0,2.88,3.0,3.12,2.38,2.12,2.75,3.12,2.38,2.0,2.0,2.12,2.25,3.12,2.25,3.12,2.0,4.0,2.38,1.88,3.38,3.0,3.0,1.25,2.38,3.0,3.0,2.38,2.25,1.88,2.88,3.0,2.75
51-4111,3.0,3.0,3.0,2.88,3.12,3.0,3.12,1.62,2.12,3.12,2.12,1.38,1.62,1.88,2.75,3.12,1.88,3.25,2.88,3.25,1.88,1.62,3.25,2.88,2.88,1.75,1.75,2.5,2.88,2.75,2.38,2.75,3.12,3.0,2.25
51-4121,2.25,2.62,2.5,2.38,2.88,1.62,2.25,1.5,2.0,2.88,2.0,1.62,1.62,1.88,2.12,3.0,1.88,2.62,1.75,2.75,1.88,1.0,3.12,2.5,1.88,1.62,2.12,2.25,2.62,2.25,2.12,1.5,2.75,2.5,1.75
51-4122,2.62,3.0,3.0,2.62,3.0,2.38,2.12,1.12,2.12,2.75,2.0,1.62,2.0,2.12,2.12,3.0,2.0,3.25,1.88,3.38,2.0,1.12,2.25,3.0,2.25,1.75,2.0,2.38,3.0,2.12,2.12,1.62,2.62,2.25,2.25
51-4191,2.75,3.12,2.75,2.88,3.0,3.0,2.5,1.25,2.88,3.0,2.62,1.62,1.75,2.38,2.88,3.12,1.88,3.75,1.88,3.75,1.88,1.75,3.12,2.88,2.75,2.0,2.12,2.62,3.12,2.12,2.12,1.0,2.75,2.75,2.88
51-4192,2.75,2.88,3.0,2.88,3.0,2.0,2.75,1.62,2.38,3.0,2.12,1.5,1.5,1.88,3.12,3.0,1.88,2.88,2.25,3.0,2.12,1.12,3.0,3.0,2.0,1.25,2.0,2.75,2.88,2.12,2.12,1.62,2.75,2.12,2.5
51-4193,2.12,3.12,2.62,3.0,3.0,2.38,2.12,1.12,2.25,2.88,2.25,1.5,1.88,2.12,2.0,3.12,2.38,3.12,1.88,3.25,2.38,1.0,3.0,3.12,2.25,2.0,2.25,2.62,3.0,2.0,2.0,1.38,3.0,2.38,2.75
51-4194,2.75,2.75,2.88,2.38,3.25,3.38,3.0,1.12,2.5,2.88,2.5,2.0,2.12,2.38,2.75,3.0,2.25,3.75,1.88,3.88,2.25,1.5,3.5,2.88,3.38,1.12,2.12,2.5,2.5,2.5,2.25,1.88,2.75,3.0,2.5
51-5111,2.88,3.12,3.0,3.0,3.12,2.38,2.12,1.0,2.75,3.0,2.38,1.5,1.75,2.25,2.0,3.12,2.62,2.62,2.0,3.0,2.88,1.75,2.75,3.0,2.12,1.62,2.62,2.88,3.12,2.38,2.38,1.75,3.12,2.12,2.88
51-5112,2.88,3.12,3.0,3.0,3.12,3.12,2.5,1.12,2.25,3.12,2.12,1.62,2.12,2.12,2.12,3.25,2.0,3.25,1.62,3.62,2.38,1.5,3.88,3.12,3.12,1.0,2.12,2.75,3.12,2.25,2.25,1.5,3.12,3.12,2.38
51-5113,2.5,2.88,3.0,2.88,3.25,2.88,2.5,1.88,2.88,3.12,2.5,1.62,1.62,2.5,2.12,3.12,2.12,2.88,1.25,3.38,2.12,1.62,3.0,3.12,2.88,1.12,2.62,2.62,3.0,2.5,2.38,1.62,2.88,2.62,2.75
51-6011,2.62,3.0,2.38,2.5,2.75,1.75,1.75,1.0,2.38,2.75,2.25,1.62,1.62,2.25,1.62,3.0,2.25,2.75,1.62,2.88,2.25,1.0,2.25,2.75,1.75,1.0,2.38,2.88,2.88,2.0,2.0,1.0,2.88,2.12,2.12
51-6021,2.12,2.0,2.25,2.0,2.5,2.25,2.0,1.25,1.25,2.12,1.75,1.5,1.5,1.5,1.62,2.38,1.75,3.0,1.5,2.5,1.75,1.0,2.12,2.0,1.75,1.0,1.88,2.0,2.12,1.62,1.88,1.5,2.5,2.25,1.75
51-6031,2.12,2.75,2.75,2.5,2.75,2.0,1.5,1.0,2.0,2.75,2.12,1.75,1.75,1.75,2.0,3.12,1.75,2.62,1.62,2.75,1.75,1.0,2.75,2.62,1.88,1.0,1.75,2.38,2.12,1.88,1.88,1.0,2.75,2.12,2.0
51-6041,2.38,3.0,2.38,2.88,3.0,1.5,2.0,1.0,2.25,2.88,1.62,1.62,1.88,2.12,1.88,3.0,2.0,2.25,1.62,2.88,2.25,1.0,2.5,2.88,1.5,1.0,2.88,2.88,3.0,1.88,1.5,1.38,2.75,2.0,2.12
51-6042,2.12,3.0,2.62,2.25,3.0,2.88,2.5,1.0,2.12,2.62,2.12,1.88,1.88,2.12,2.0,3.0,2.12,3.0,1.75,3.0,2.12,1.25,2.88,3.12,2.62,1.12,2.12,2.25,2.75,2.12,2.12,1.38,2.75,2.75,2.12
51-6051,2.38,2.62,2.62,2.12,2.5,1.0,1.38,1.0,2.0,2.88,2.0,1.5,1.88,2.0,2.0,2.62,1.88,2.25,1.88,2.25,1.88,1.12,2.25,2.5,1.0,1.0,2.12,2.12,2.62,2.0,1.75,1.38,2.75,2.0,1.88
51-6052,2.62,3.0,2.62,2.62,3.0,2.0,2.0,1.0,2.12,2.75,2.0,1.75,1.62,2.0,1.88,2.75,2.12,2.25,2.38,2.5,2.12,1.0,2.12,2.62,2.0,1.0,2.62,2.88,3.0,2.0,2.0,1.88,3.12,2.12,2.5
51-6061,2.12,3.0,2.62,2.75,2.88,2.62,2.5,1.75,2.0,2.88,2.0,1.62,1.75,2.0,2.5,3.0,2.0,3.38,1.62,3.75,2.0,1.38,2.88,2.88,2.5,1.62,2.0,2.62,2.88,2.12,2.12,1.62,3.0,2.62,2.5
51-6062,2.5,3.0,2.75,3.0,2.88,3.0,2.5,1.75,2.25,2.88,2.0,1.75,1.88,2.38,2.12,3.12,1.88,3.38,1.75,3.75,1.88,1.75,3.12,2.75,3.0,1.0,1.88,2.5,3.0,2.38,2.12,1.75,2.88,3.0,2.62
51-6063,2.0,3.0,2.5,2.38,2.88,2.5,2.25,1.62,2.12,2.5,2.12,1.5,1.5,2.0,1.88,3.12,1.88,3.0,1.75,3.38,1.62,1.25,2.88,2.75,2.25,1.12,2.12,2.25,2.88,2.12,2.0,1.25,2.62,2.5,2.38
51-6064,2.38,3.0,2.5,2.62,3.0,2.62,2.25,1.62,2.38,2.62,2.38,1.75,1.75,2.38,2.0,3.0,1.88,3.5,1.75,3.62,1.88,1.0,3.12,2.5,2.5,1.0,2.0,2.5,3.12,2.25,2.25,1.38,2.5,2.88,2.38
51-6091,2.75,3.0,3.0,3.0,2.88,2.62,2.62,1.0,2.25,3.0,2.25,1.75,2.0,2.12,2.0,3.5,2.12,3.75,2.0,4.0,2.25,1.25,3.0,2.88,2.88,1.25,2.12,2.62,3.0,2.0,2.0,1.5,3.0,2.88,2.62
51-6092,3.12,3.38,3.0,2.88,3.75,1.12,1.5,1.0,2.88,3.25,3.0,2.0,2.0,2.12,3.12,3.12,2.5,2.5,2.88,3.0,2.62,2.0,3.12,3.12,1.25,1.12,2.88,2.88,3.12,2.75,2.75,2.12,3.25,2.12,3.0
51-6093,3.0,3.0,3.0,2.75,3.5,2.25,2.62,1.25,2.5,3.0,2.75,2.12,2.0,2.38,2.5,3.0,2.38,2.75,2.12,2.88,2.5,1.0,2.75,3.12,2.5,1.25,2.88,2.88,3.0,2.12,2.25,1.88,3.0,2.38,2.62
51-7011,2.75,2.88,2.88,2.75,3.0,2.88,3.0,1.62,2.25,3.0,2.25,1.75,1.75,2.5,2.88,3.12,2.0,3.12,3.0,3.5,2.25,1.62,3.38,2.88,2.88,1.38,2.38,2.62,3.0,2.0,2.25,1.88,3.0,3.0,2.38
51-7021,2.75,3.12,2.88,2.88,3.12,2.25,2.38,1.0,2.75,3.0,2.5,1.88,2.12,2.62,2.0,3.12,2.25,2.75,2.12,3.0,2.5,1.12,2.88,2.75,2.38,1.12,2.88,2.75,3.0,2.12,2.12,1.5,3.0,2.5,2.38
51-7031,2.75,2.88,2.75,2.75,3.0,1.88,2.12,1.12,2.25,3.0,2.25,1.38,1.62,2.12,2.38,3.12,1.75,2.88,2.88,3.12,2.12,1.0,2.88,3.0,1.75,1.62,2.38,2.75,3.0,2.12,2.0,1.75,3.0,2.12,2.62
51-7032,2.75,3.0,3.12,2.5,3.0,2.62,2.75,1.12,2.12,2.88,2.12,2.38,2.25,2.12,3.0,3.12,1.75,3.12,2.88,3.12,1.88,1.62,3.0,3.12,2.25,1.75,2.12,2.88,2.88,2.25,2.25,1.88,2.88,2.38,2.62
51-7041,2.12,2.75,2.62,2.62,3.0,2.75,2.0,1.5,2.0,2.75,2.0,1.5,1.75,2.0,2.0,3.0,1.88,3.12,1.88,3.12,1.88,1.12,3.0,2.38,2.62,1.25,1.88,2.5,2.62,2.0,2.0,1.38,2.75,3.0,1.75
51-7042,2.5,2.88,2.75,2.12,3.0,3.0,2.88,1.88,1.88,2.88,2.25,1.62,1.75,1.88,2.38,3.12,1.88,3.5,1.88,3.62,1.88,1.75,3.25,2.75,2.88,1.5,1.88,2.25,3.0,1.75,2.0,1.88,2.75,3.0,1.88
51-8011,3.12,3.88,3.75,3.25,3.88,1.12,1.0,1.0,3.0,3.5,3.0,2.0,2.0,3.0,2.75,3.88,2.75,4.0,1.38,4.0,2.88,2.0,3.25,4.0,1.38,2.75,2.88,3.0,3.25,3.12,2.88,1.38,3.38,3.0,3.5
51-8012,3.0,3.62,3.25,3.0,3.62,1.75,1.38,1.12,2.75,3.25,2.75,1.62,1.75,2.75,2.75,3.62,2.62,3.12,2.12,3.25,2.62,1.38,2.75,3.62,1.75,1.88,2.62,2.75,3.5,2.88,2.75,1.62,3.0,2.25,3.12
51-8013,2.9599999999999995,3.1233333333333335,3.0833333333333335,3.0,3.5833333333333335,3.293333333333333,2.706666666666667,1.6633333333333333,2.4966666666666666,3.1199999999999997,2.6666666666666665,1.88,1.96,2.1633333333333336,2.5833333333333335,3.4166666666666665,2.29,3.8366666666666664,1.79,3.9599999999999995,2.4133333333333336,1.75,3.0400000000000005,3.1233333333333335,3.0833333333333335,2.21,2.5833333333333335,2.8366666666666664,3.1666666666666665,2.793333333333333,2.5833333333333335,1.8366666666666667,2.9599999999999995,3.043333333333333,3.0
51-8021,3.12,3.25,3.12,3.12,3.25,3.25,2.5,2.12,2.75,3.12,2.12,1.5,1.88,2.38,2.12,3.12,2.38,3.38,1.62,4.0,2.5,1.38,3.12,3.12,3.25,2.25,2.12,2.75,3.0,2.62,2.88,1.5,3.0,3.25,2.88
51-8031,2.88,3.38,3.0,2.88,3.25,3.25,2.62,1.25,2.62,3.12,2.62,1.75,2.0,2.38,3.0,3.62,2.25,3.75,1.62,3.88,2.25,1.62,3.38,3.12,3.25,2.62,2.5,2.88,3.25,2.88,3.0,1.75,3.0,3.25,2.88
